Record ID,timestamp,intersection_id,intersection_name,latitude,longitude,vehicle_count,average_speed,signal_cycle_time,green_time,yellow_time,red_time,weather_condition,day_of_week,is_holiday,event,pollution_level,car_count,bus_count,truck_count,motorcycle_count,Hour of the day
5163,1/4/2023 14:00,3,Chowk,25.4314,81.8437,118,29.4,120,65,4,51,Light Rain,Wednesday,0,,2.1,82,8,11,17,14
5165,1/4/2023 14:00,5,Naini Bridge,25.4088,81.8592,210,10.91,120,94,4,22,Light Rain,Wednesday,0,Accident,4.04,140,25,10,35,14
5172,1/4/2023 14:10,2,Katra,25.455,81.8463,83,30.07,120,55,4,61,Fog,Wednesday,0,,1.99,43,13,9,18,14
5177,1/4/2023 14:10,7,Phaphamau,25.4945,81.8686,48,35.45,120,74,4,42,Fog,Wednesday,0,,1.95,29,8,5,6,14
5180,1/4/2023 14:10,10,Minto Park,25.4352,81.882,52,34.88,120,63,5,52,Fog,Wednesday,0,,1.12,35,7,4,6,14
5181,1/4/2023 14:20,1,Civil Lines,25.4486,81.8333,98,38.26,120,52,4,64,Clear,Wednesday,0,,1.93,63,11,7,17,14
5182,1/4/2023 14:20,2,Katra,25.455,81.8463,116,34.64,120,58,4,58,Clear,Wednesday,0,,2.44,68,15,9,24,14
5183,1/4/2023 14:20,3,Chowk,25.4314,81.8437,91,35.4,120,59,5,56,Clear,Wednesday,0,,1.75,54,10,6,21,14
5184,1/4/2023 14:20,4,Tagore Town,25.4675,81.8867,92,39.37,120,62,3,55,Clear,Wednesday,0,,1.93,56,10,10,16,14
5185,1/4/2023 14:20,5,Naini Bridge,25.4088,81.8592,117,32.81,120,55,4,61,Clear,Wednesday,0,,1.8,69,6,8,34,14
5187,1/4/2023 14:20,7,Phaphamau,25.4945,81.8686,59,44.82,120,63,5,52,Clear,Wednesday,0,,1.09,33,4,7,15,14
5190,1/4/2023 14:20,10,Minto Park,25.4352,81.882,67,40.73,120,52,4,64,Clear,Wednesday,0,,1.16,43,5,5,14,14
5193,1/4/2023 14:30,3,Chowk,25.4314,81.8437,68,41.48,120,60,3,57,Clear,Wednesday,0,,1.19,41,6,4,17,14
5201,1/4/2023 14:40,1,Civil Lines,25.4486,81.8333,86,36.01,120,54,5,61,Heatwave,Wednesday,0,,1.69,49,8,9,20,14
5205,1/4/2023 14:40,5,Naini Bridge,25.4088,81.8592,67,37.68,120,58,4,58,Heatwave,Wednesday,0,,1.36,42,8,5,12,14
5206,1/4/2023 14:40,6,Allahabad Junction,25.4358,81.8307,114,34.27,120,68,5,47,Heatwave,Wednesday,0,,2.23,67,11,11,25,14
5209,1/4/2023 14:40,9,MNNIT Gate,25.492,81.8639,121,31.71,120,56,4,60,Heatwave,Wednesday,0,,2.45,70,14,10,27,14
5210,1/4/2023 14:40,10,Minto Park,25.4352,81.882,84,35.19,120,55,5,60,Heatwave,Wednesday,0,,2.02,42,14,8,20,14
5214,1/4/2023 14:50,4,Tagore Town,25.4675,81.8867,160,29.52,120,74,4,42,Clear,Wednesday,0,,1.95,96,13,13,38,14
5218,1/4/2023 14:50,8,Jhunsi,25.4326,81.9061,72,39.84,120,62,5,53,Clear,Wednesday,0,,1.52,44,6,11,11,14
5222,1/4/2023 15:00,2,Katra,25.455,81.8463,93,32.46,120,61,4,46,Clear,Wednesday,0,,1.75,63,7,10,13,15
5226,1/4/2023 15:00,6,Allahabad Junction,25.4358,81.8307,83,38.45,120,63,5,52,Clear,Wednesday,0,,1.6,48,9,6,20,15
5229,1/4/2023 15:00,9,MNNIT Gate,25.492,81.8639,127,30.79,120,60,4,56,Clear,Wednesday,0,,2.06,75,8,9,35,15
5231,1/4/2023 15:10,1,Civil Lines,25.4486,81.8333,147,28.24,120,62,6,52,Cold Wave,Wednesday,0,,2.46,89,8,14,36,15
5233,1/4/2023 15:10,3,Chowk,25.4314,81.8437,98,32.19,120,61,5,54,Cold Wave,Wednesday,0,,2.2,69,10,12,22,15
5237,1/4/2023 15:10,7,Phaphamau,25.4945,81.8686,80,34.75,120,60,5,54,Cold Wave,Wednesday,0,,1.68,48,8,10,14,15
5239,1/4/2023 15:10,9,MNNIT Gate,25.492,81.8639,130,30.67,120,63,4,53,Cold Wave,Wednesday,0,,2.77,75,15,14,26,15
5242,1/4/2023 15:20,2,Katra,25.455,81.8463,48,43.62,120,55,4,54,Clear,Wednesday,0,,1.09,28,6,6,8,15
5244,1/4/2023 15:20,4,Tagore Town,25.4675,81.8867,148,31.01,120,55,4,61,Clear,Wednesday,0,,2.85,83,12,17,36,15
5247,1/4/2023 15:20,7,Phaphamau,25.4945,81.8686,110,35.33,120,52,5,63,Clear,Wednesday,0,,1.91,75,7,10,18,15
5248,1/4/2023 15:20,8,Jhunsi,25.4326,81.9061,90,40.54,120,49,4,67,Clear,Wednesday,0,,1.78,55,8,10,17,15
5249,1/4/2023 15:20,9,MNNIT Gate,25.492,81.8639,98,31.13,120,70,5,45,Clear,Wednesday,0,,2.66,79,8,22,22,15
5250,1/4/2023 15:20,10,Minto Park,25.4352,81.882,114,30.98,120,61,5,54,Clear,Wednesday,0,,2.61,67,16,12,19,15
5251,1/4/2023 15:30,1,Civil Lines,25.4486,81.8333,133,30.5,120,70,4,46,Clear,Wednesday,0,,2.58,77,15,9,32,15
5253,1/4/2023 15:30,3,Chowk,25.4314,81.8437,112,35.45,120,55,6,59,Clear,Wednesday,0,,2.32,65,12,12,23,15
5255,1/4/2023 15:30,5,Naini Bridge,25.4088,81.8592,125,32.99,120,55,4,61,Clear,Wednesday,0,,2.42,73,8,18,26,15
5256,1/4/2023 15:30,6,Allahabad Junction,25.4358,81.8307,98,35.49,120,67,5,48,Clear,Wednesday,0,,2.14,58,13,9,18,15
5258,1/4/2023 15:30,8,Jhunsi,25.4326,81.9061,104,35.21,120,58,4,58,Clear,Wednesday,0,,2.26,60,9,17,18,15
5262,1/4/2023 15:40,2,Katra,25.455,81.8463,28,47.96,120,56,5,59,Clear,Wednesday,0,,0.69,14,6,1,7,15
5265,1/4/2023 15:40,5,Naini Bridge,25.4088,81.8592,83,36.68,120,62,5,53,Clear,Wednesday,0,,1.73,54,10,7,12,15
5267,1/4/2023 15:40,7,Phaphamau,25.4945,81.8686,131,30.41,120,60,5,55,Clear,Wednesday,0,,2.72,75,11,19,26,15
5270,1/4/2023 15:40,10,Minto Park,25.4352,81.882,66,41.5,120,55,5,60,Clear,Wednesday,0,,1.38,42,9,4,11,15
5273,1/4/2023 15:50,3,Chowk,25.4314,81.8437,54,37.49,120,62,4,54,Light Rain,Wednesday,0,,1.16,29,5,8,12,15
5274,1/4/2023 15:50,4,Tagore Town,25.4675,81.8867,101,32.63,120,62,4,54,Light Rain,Wednesday,0,,2.04,62,11,9,19,15
5277,1/4/2023 15:50,7,Phaphamau,25.4945,81.8686,85,31.93,120,61,4,55,Light Rain,Wednesday,0,,1.52,50,8,5,22,15
5291,1/4/2023 16:10,1,Civil Lines,25.4486,81.8333,133,33.79,120,50,4,66,Clear,Wednesday,0,,2.67,81,13,14,25,16
5298,1/4/2023 16:10,8,Jhunsi,25.4326,81.9061,67,40.16,120,62,6,52,Clear,Wednesday,0,,1.13,41,4,6,16,16
5300,1/4/2023 16:10,10,Minto Park,25.4352,81.882,122,34.48,120,53,3,64,Clear,Wednesday,0,,2.6,67,13,15,27,16
5304,1/4/2023 16:20,4,Tagore Town,25.4675,81.8867,91,38.22,120,61,4,55,Clear,Wednesday,0,,1.78,54,6,13,18,16
5306,1/4/2023 16:20,6,Allahabad Junction,25.4358,81.8307,132,27.98,120,73,4,43,Clear,Wednesday,0,,2.61,76,13,13,30,16
5308,1/4/2023 16:20,8,Jhunsi,25.4326,81.9061,93,36.24,120,65,6,49,Clear,Wednesday,0,,1.68,59,8,7,19,16
5309,1/4/2023 16:20,9,MNNIT Gate,25.492,81.8639,129,33.65,120,64,3,53,Clear,Wednesday,0,,3.05,76,18,16,19,16
5310,1/4/2023 16:20,10,Minto Park,25.4352,81.882,133,31.89,120,65,3,52,Clear,Wednesday,0,,2.56,85,15,8,25,16
5318,1/4/2023 16:30,8,Jhunsi,25.4326,81.9061,102,33.55,120,71,4,45,Clear,Wednesday,0,,2.27,56,12,13,21,16
5320,1/4/2023 16:30,10,Minto Park,25.4352,81.882,146,29.39,120,60,5,55,Clear,Wednesday,0,,3,84,17,13,32,16
5322,1/4/2023 16:40,2,Katra,25.455,81.8463,173,14.18,120,77,5,38,Clear,Wednesday,0,Roadwork,2.86,106,11,13,43,16
5324,1/4/2023 16:40,4,Tagore Town,25.4675,81.8867,75,41.42,120,58,5,57,Clear,Wednesday,0,,1.4,46,5,9,15,16
5325,1/4/2023 16:40,5,Naini Bridge,25.4088,81.8592,133,30.94,120,53,5,62,Clear,Wednesday,0,,3.13,75,20,14,24,16
5326,1/4/2023 16:40,6,Allahabad Junction,25.4358,81.8307,86,37.24,120,62,3,55,Clear,Wednesday,0,,1.88,51,12,7,16,16
5328,1/4/2023 16:40,8,Jhunsi,25.4326,81.9061,84,37.08,120,58,5,57,Clear,Wednesday,0,,1.52,48,7,7,22,16
5329,1/4/2023 16:40,9,MNNIT Gate,25.492,81.8639,110,33.9,120,68,6,46,Clear,Wednesday,0,,1.83,78,7,8,17,16
5336,1/4/2023 16:50,6,Allahabad Junction,25.4358,81.8307,122,28.25,120,63,6,51,Clear,Wednesday,0,,2.38,75,12,11,24,16
5338,1/4/2023 16:50,8,Jhunsi,25.4326,81.9061,58,40.15,120,57,5,58,Clear,Wednesday,0,,1.1,42,7,2,7,16
5341,1/4/2023 17:00,1,Civil Lines,25.4486,81.8333,249,23.89,120,85,3,32,Clear,Wednesday,0,,4.8,157,15,36,41,17
5343,1/4/2023 17:00,3,Chowk,25.4314,81.8437,301,22.59,120,79,3,38,Clear,Wednesday,0,,5.9,187,25,35,54,17
5346,1/4/2023 17:00,6,Allahabad Junction,25.4358,81.8307,277,23.62,120,88,5,27,Clear,Wednesday,0,,5.37,174,26,26,19,17
5349,1/4/2023 17:00,9,MNNIT Gate,25.492,81.8639,164,27.72,120,79,4,37,Clear,Wednesday,0,,2.84,101,12,13,38,17
5351,1/4/2023 17:10,1,Civil Lines,25.4486,81.8333,107,22.52,120,64,5,51,Heavy Rain,Wednesday,0,,2.06,63,10,10,24,17
5356,1/4/2023 17:10,6,Allahabad Junction,25.4358,81.8307,103,21.51,120,75,4,41,Heavy Rain,Wednesday,0,,1.97,60,8,12,23,17
5357,1/4/2023 17:10,7,Phaphamau,25.4945,81.8686,172,19.92,120,80,5,35,Heavy Rain,Wednesday,0,,3.62,99,24,11,38,17
5358,1/4/2023 17:10,8,Jhunsi,25.4326,81.9061,190,21.01,120,80,4,36,Heavy Rain,Wednesday,0,,3.32,117,13,17,43,17
5361,1/4/2023 17:20,1,Civil Lines,25.4486,81.8333,162,27.88,120,74,5,41,Heatwave,Wednesday,0,,3.17,99,14,18,31,17
5362,1/4/2023 17:20,2,Katra,25.455,81.8463,148,27.01,120,59,5,56,Heatwave,Wednesday,0,,1.95,80,22,9,37,17
5364,1/4/2023 17:20,4,Tagore Town,25.4675,81.8867,168,27.67,120,78,6,36,Heatwave,Wednesday,0,,3.22,102,14,18,34,17
5368,1/4/2023 17:20,8,Jhunsi,25.4326,81.9061,235,24.56,120,69,5,46,Heatwave,Wednesday,0,,4.8,144,27,20,44,17
5369,1/4/2023 17:20,9,MNNIT Gate,25.492,81.8639,186,26.14,120,81,5,34,Heatwave,Wednesday,0,,4.2,105,20,28,33,17
5371,1/4/2023 17:30,1,Civil Lines,25.4486,81.8333,246,23.91,120,79,5,36,Clear,Wednesday,0,,4.96,154,26,23,43,17
5375,1/4/2023 17:30,5,Naini Bridge,25.4088,81.8592,163,30.98,120,91,4,25,Clear,Wednesday,0,,3.21,102,15,17,29,17
5376,1/4/2023 17:30,6,Allahabad Junction,25.4358,81.8307,214,25.92,120,81,5,34,Clear,Wednesday,0,,4.63,118,26,23,47,17
5377,1/4/2023 17:30,7,Phaphamau,25.4945,81.8686,212,26.87,120,92,7,21,Clear,Wednesday,0,,4.89,109,26,30,47,17
5379,1/4/2023 17:30,9,MNNIT Gate,25.492,81.8639,97,33.6,120,61,5,54,Clear,Wednesday,0,,1.85,60,10,7,20,17
5380,1/4/2023 17:30,10,Minto Park,25.4352,81.882,332,22.43,120,79,5,36,Clear,Wednesday,0,,6.71,196,32,37,67,17
5381,1/4/2023 17:40,1,Civil Lines,25.4486,81.8333,152,20.29,120,80,4,36,Heavy Rain,Wednesday,0,,2.92,95,16,11,30,17
5382,1/4/2023 17:40,2,Katra,25.455,81.8463,155,20.37,120,73,5,42,Heavy Rain,Wednesday,0,,2.92,85,11,19,40,17
5386,1/4/2023 17:40,6,Allahabad Junction,25.4358,81.8307,198,18.19,120,85,5,30,Heavy Rain,Wednesday,0,,3.94,120,20,19,39,17
5390,1/4/2023 17:40,10,Minto Park,25.4352,81.882,138,23.47,120,61,4,55,Heavy Rain,Wednesday,0,,2.55,94,12,11,21,17
5393,1/4/2023 17:50,3,Chowk,25.4314,81.8437,214,23.9,120,89,6,25,Clear,,0,,4.29,118,19,26,51,17
5399,1/4/2023 17:50,9,MNNIT Gate,25.492,81.8639,86,36.34,120,53,6,61,Clear,Wednesday,0,,1.89,48,11,9,18,17
5400,1/4/2023 17:50,10,Minto Park,25.4352,81.882,259,22.63,120,74,4,42,Clear,Wednesday,0,,5.39,155,29,26,49,17
5402,1/4/2023 18:00,2,Katra,25.455,81.8463,167,24.08,120,78,5,37,Fog,Wednesday,0,,3.34,96,18,15,38,18
5403,1/4/2023 18:00,3,Chowk,25.4314,81.8437,208,20.26,120,75,4,41,Fog,Wednesday,0,,4.25,59,24,18,43,18
5404,1/4/2023 18:00,4,Tagore Town,25.4675,81.8867,179,20.72,120,85,4,31,Fog,Wednesday,0,,3.89,106,25,14,34,18
5405,1/4/2023 18:00,5,Naini Bridge,25.4088,81.8592,171,23.11,120,75,6,39,Fog,Wednesday,0,,3.62,97,19,19,36,18
5406,1/4/2023 18:00,6,Allahabad Junction,25.4358,81.8307,179,22.13,120,76,3,41,Fog,Wednesday,0,,3.71,102,20,18,39,18
5410,1/4/2023 18:00,10,Minto Park,25.4352,81.882,195,21.81,120,80,5,35,Fog,Wednesday,0,,4.29,112,22,25,36,18
5412,1/4/2023 12:00,2,Katra,25.455,81.8463,73,36.54,120,60,4,56,Clear,Wednesday,0,,1.72,36,11,10,18,12
5415,1/4/2023 18:10,5,Naini Bridge,25.4088,81.8592,129,33.49,120,62,2,56,Clear,Wednesday,0,,2.64,80,13,14,22,18
5423,1/4/2023 18:20,3,Chowk,25.4314,81.8437,209,26.03,120,81,4,35,Clear,Wednesday,0,,4.36,127,26,17,39,18
5431,1/4/2023 18:30,1,Civil Lines,25.4486,81.8333,139,26.98,120,59,4,57,Light Rain,Wednesday,0,,2.59,90,12,12,25,18
5432,1/4/2023 18:30,2,Katra,25.455,81.8463,170,24.34,120,74,5,41,Light Rain,Wednesday,0,,3.37,106,17,16,31,18
5436,1/4/2023 18:30,6,Allahabad Junction,25.4358,81.8307,153,26.49,120,78,4,38,Light Rain,Wednesday,0,,3,59,17,11,30,18
5437,1/4/2023 18:30,7,Phaphamau,25.4945,81.8686,123,30.65,120,58,5,57,Light Rain,Wednesday,0,,2.34,81,13,8,21,18
5438,1/4/2023 18:30,8,Jhunsi,25.4326,81.9061,186,23.47,120,89,4,27,Light Rain,Wednesday,0,,3.61,114,16,10,36,18
5441,1/4/2023 18:40,1,Civil Lines,25.4486,81.8333,149,30.5,120,64,4,52,Clear,Wednesday,0,,3.3,78,20,15,36,18
5442,1/4/2023 18:40,2,Katra,25.455,81.8463,222,24.26,120,74,5,41,Clear,Wednesday,0,,3.52,154,13,14,41,18
5444,1/4/2023 18:40,4,Tagore Town,25.4675,81.8867,208,28.35,120,82,4,34,Clear,Wednesday,0,,4.24,118,19,26,45,18
5447,1/4/2023 18:40,7,Phaphamau,25.4945,81.8686,329,21.59,120,75,4,41,Clear,Wednesday,0,,6.38,186,29,35,79,18
5452,1/4/2023 18:50,2,Katra,25.455,81.8463,235,26.77,120,76,4,40,Clear,Wednesday,0,,5.05,142,29,23,41,18
5453,1/4/2023 18:50,3,Chowk,25.4314,81.8437,189,27.66,120,74,7,39,Clear,Wednesday,0,,3.92,110,23,16,40,18
5454,1/4/2023 18:50,4,Tagore Town,25.4675,81.8867,198,27.39,120,80,4,36,Clear,Wednesday,0,,3.98,117,22,17,42,18
5458,1/4/2023 18:50,8,Jhunsi,25.4326,81.9061,146,30.33,120,74,5,41,Clear,Wednesday,0,,2.41,91,6,16,33,18
5462,1/4/2023 19:00,2,Katra,25.455,81.8463,261,23.07,120,84,4,32,Clear,Wednesday,0,,5.24,156,22,33,19,19
5466,1/4/2023 19:00,6,Allahabad Junction,25.4358,81.8307,175,27.7,120,88,5,27,Clear,Wednesday,0,,3.75,95,15,28,37,19
5467,1/4/2023 19:00,7,Phaphamau,25.4945,81.8686,222,26.75,120,84,5,31,Clear,Wednesday,0,,4.83,130,32,16,44,19
5469,1/4/2023 19:00,9,MNNIT Gate,25.492,81.8639,141,28.91,120,64,3,53,Clear,Wednesday,0,,2.5,88,8,16,29,19
5473,1/4/2023 19:10,3,Chowk,25.4314,81.8437,240,23.13,120,88,2,30,Clear,Wednesday,0,,4.76,153,25,21,41,19
5474,1/4/2023 19:10,4,Tagore Town,25.4675,81.8867,211,28.74,120,83,3,34,Clear,Wednesday,0,,4.27,118,21,23,49,19
5484,1/4/2023 19:20,4,Tagore Town,25.4675,81.8867,179,26.33,120,77,4,39,Light Rain,Wednesday,0,,3.65,108,22,13,36,19
5485,1/4/2023 19:20,5,Naini Bridge,25.4088,81.8592,194,24.33,120,80,5,35,Light Rain,Wednesday,0,,3.96,113,19,22,40,19
5486,1/4/2023 19:20,6,Allahabad Junction,25.4358,81.8307,111,28.91,120,66,5,49,Light Rain,Wednesday,0,,2.22,67,8,16,20,19
5493,1/4/2023 19:30,3,Chowk,25.4314,81.8437,179,26.55,120,81,5,34,Clear,Wednesday,0,,3.62,97,15,24,43,19
5494,1/4/2023 19:30,4,Tagore Town,25.4675,81.8867,140,32.48,120,56,3,61,Clear,Wednesday,0,,2.56,89,9,16,26,19
5500,1/4/2023 19:30,10,Minto Park,25.4352,81.882,157,29.87,120,74,5,41,Clear,Wednesday,0,,3.01,98,16,12,31,19
5511,1/4/2023 19:50,1,Civil Lines,25.4486,81.8333,151,30.31,120,84,5,31,Clear,Wednesday,0,,2.7,86,8,19,38,19
5513,1/4/2023 19:50,3,Chowk,25.4314,81.8437,98,24.81,120,79,4,37,Clear,Wednesday,0,,4.5,133,17,30,52,19
5515,1/4/2023 19:50,5,Naini Bridge,25.4088,81.8592,105,36.8,120,57,5,58,Clear,Wednesday,0,,1.83,73,9,6,17,19
5518,1/4/2023 19:50,8,Jhunsi,25.4326,81.9061,243,23.99,120,81,3,36,Clear,Wednesday,0,,4.24,148,14,26,55,19
5520,1/4/2023 19:50,10,Minto Park,25.4352,81.882,271,23.21,120,73,5,42,Clear,Wednesday,0,,5.45,158,24,33,56,19
5522,1/4/2023 20:00,2,Katra,25.455,81.8463,272,24.05,120,72,2,46,Clear,Wednesday,0,,4.94,168,21,25,58,20
5528,1/4/2023 20:00,8,Jhunsi,25.4326,81.9061,252,22.1,120,83,5,32,Clear,Wednesday,0,,5.03,157,23,28,44,20
5540,1/4/2023 20:10,10,Minto Park,25.4352,81.882,166,27.2,120,88,5,27,Clear,Wednesday,0,,3.22,105,14,18,29,20
5542,1/4/2023 20:20,2,Katra,25.455,81.8463,249,25.52,120,75,4,41,Clear,Wednesday,0,,5.24,147,32,20,50,20
5545,1/4/2023 20:20,5,Naini Bridge,25.4088,81.8592,221,24.83,120,84,6,30,Clear,Wednesday,0,,4.31,132,18,26,45,20
5548,1/4/2023 20:20,8,Jhunsi,25.4326,81.9061,263,23.58,120,90,4,26,Clear,Wednesday,0,,5.52,156,33,22,52,20
5551,1/4/2023 20:30,1,Civil Lines,25.4486,81.8333,173,24.37,120,79,4,37,Clear,Wednesday,0,,3.1,110,12,17,34,20
5553,1/4/2023 20:30,3,Chowk,25.4314,81.8437,98,26.11,120,50,4,66,Clear,Wednesday,0,,2.68,84,11,16,29,20
5558,1/4/2023 20:30,8,Jhunsi,25.4326,81.9061,109,34.94,120,57,5,58,Clear,Wednesday,0,,1.92,64,9,8,28,20
5561,1/4/2023 20:40,1,Civil Lines,25.4486,81.8333,146,28.01,120,59,4,57,Clear,Wednesday,0,,2.46,93,8,14,31,20
5568,1/4/2023 20:40,8,Jhunsi,25.4326,81.9061,190,27.46,120,77,5,38,Clear,Wednesday,0,,3.74,110,17,21,42,20
5570,1/4/2023 20:40,10,Minto Park,25.4352,81.882,293,24.53,120,73,3,44,Clear,Wednesday,0,,5.79,168,30,27,68,20
5571,1/4/2023 20:50,1,Civil Lines,25.4486,81.8333,148,31.72,120,60,5,55,Clear,Wednesday,0,,3.25,81,18,17,32,20
5575,1/4/2023 20:50,5,Naini Bridge,25.4088,81.8592,268,24.23,120,78,4,38,Clear,Wednesday,0,,5.67,171,34,22,41,20
5576,1/4/2023 20:50,6,Allahabad Junction,25.4358,81.8307,169,29.41,120,74,4,42,Clear,Wednesday,0,,3.25,98,15,17,39,20
5577,1/4/2023 20:50,7,Phaphamau,25.4945,81.8686,129,35.33,120,53,4,63,Clear,Wednesday,0,,2.53,79,12,13,25,20
5584,1/4/2023 21:00,4,Tagore Town,25.4675,81.8867,75,37.38,120,62,3,55,Clear,Wednesday,0,,1.48,39,4,13,19,21
5589,1/4/2023 21:00,9,MNNIT Gate,25.492,81.8639,110,35.78,120,66,4,50,Clear,Wednesday,0,,2.18,62,9,14,25,21
5592,1/4/2023 21:10,2,Katra,25.455,81.8463,46,51.29,120,58,6,56,Clear,Wednesday,0,,1.04,22,5,7,12,21
5593,1/4/2023 21:10,3,Chowk,25.4314,81.8437,136,30.86,120,62,4,54,Clear,Wednesday,0,,2.47,84,14,7,31,21
5596,1/4/2023 21:10,6,Allahabad Junction,25.4358,81.8307,106,33.87,120,71,3,46,Clear,Wednesday,0,,1.84,75,9,6,16,21
5597,1/4/2023 21:10,7,Phaphamau,25.4945,81.8686,65,42.39,120,70,6,44,Clear,Wednesday,0,,1.39,40,5,11,9,21
5598,1/4/2023 21:10,8,Jhunsi,25.4326,81.9061,108,35.13,120,58,4,58,Clear,Wednesday,0,,2.33,67,15,8,18,21
5601,1/4/2023 21:20,1,Civil Lines,25.4486,81.8333,32,47.39,120,59,4,57,Clear,Wednesday,0,,0.62,21,3,3,5,21
5603,1/4/2023 21:20,3,Chowk,25.4314,81.8437,124,30.04,120,59,4,57,Clear,Wednesday,0,,2.31,69,11,11,33,21
5608,1/4/2023 21:20,8,Jhunsi,25.4326,81.9061,106,34.41,120,60,4,54,Clear,Wednesday,0,,2.08,67,14,4,21,21
5613,1/4/2023 21:30,3,Chowk,25.4314,81.8437,84,35.71,120,64,3,53,Cold Wave,Wednesday,0,,1.67,40,7,11,26,21
5615,1/4/2023 21:30,5,Naini Bridge,25.4088,81.8592,88,35.36,120,65,5,50,Cold Wave,Wednesday,0,,1.49,60,5,8,15,21
5616,1/4/2023 21:30,6,Allahabad Junction,25.4358,81.8307,175,28.58,120,79,6,35,Cold Wave,Wednesday,0,,2.92,117,12,12,34,21
5620,1/4/2023 21:30,10,Minto Park,25.4352,81.882,131,32.56,120,55,5,60,Cold Wave,Wednesday,0,,3,79,20,11,21,21
5622,1/4/2023 21:40,2,Katra,25.455,81.8463,132,31.71,120,55,5,60,Clear,Wednesday,0,,2.22,79,9,10,34,21
5623,1/4/2023 21:40,3,Chowk,25.4314,81.8437,139,32.41,120,52,4,64,Clear,Wednesday,0,,2.65,81,12,14,32,21
5624,1/4/2023 21:40,4,Tagore Town,25.4675,81.8867,98,36.76,120,57,6,57,Clear,Wednesday,0,,1.91,58,9,10,21,21
5629,1/4/2023 21:40,9,MNNIT Gate,25.492,81.8639,106,33.39,120,63,5,52,Clear,Wednesday,0,,2.13,71,9,13,13,21
5632,1/4/2023 21:50,2,Katra,25.455,81.8463,83,39.54,120,55,4,54,Clear,Wednesday,0,,1.61,44,8,8,23,21
5636,1/4/2023 21:50,6,Allahabad Junction,25.4358,81.8307,63,42.9,120,60,4,56,Clear,Wednesday,0,,1.42,34,9,6,14,21
5637,1/4/2023 21:50,7,Phaphamau,25.4945,81.8686,104,34.35,120,62,4,54,Clear,Wednesday,0,,2.02,64,6,16,18,21
5640,1/4/2023 21:50,10,Minto Park,25.4352,81.882,109,33.01,120,57,5,58,Clear,Wednesday,0,,2.49,58,17,9,25,21
5642,1/4/2023 22:00,2,Katra,25.455,81.8463,63,29.28,120,67,3,50,Heavy Rain,Wednesday,0,,1.4,36,8,7,12,22
5646,1/4/2023 22:00,6,Allahabad Junction,25.4358,81.8307,76,26.69,120,60,3,57,Heavy Rain,Wednesday,0,,1.24,48,5,5,18,22
5647,1/4/2023 22:00,7,Phaphamau,25.4945,81.8686,50,29.49,120,65,6,49,Heavy Rain,Wednesday,0,,1.27,30,9,5,6,22
5650,1/4/2023 22:00,10,Minto Park,25.4352,81.882,47,35.06,120,63,6,51,Heavy Rain,Wednesday,0,,1.08,28,6,6,7,22
5657,1/4/2023 22:10,7,Phaphamau,25.4945,81.8686,81,38.49,120,60,5,55,Clear,Wednesday,0,,1.96,44,9,15,13,22
5659,1/4/2023 22:10,9,MNNIT Gate,25.492,81.8639,118,31.58,120,54,5,61,Clear,Wednesday,0,,2.25,71,10,12,25,22
5662,1/4/2023 22:20,2,Katra,25.455,81.8463,134,30.81,120,55,4,61,Clear,Wednesday,0,,2.34,92,12,7,23,22
5663,1/4/2023 22:20,3,Chowk,25.4314,81.8437,118,34.19,120,59,2,59,Clear,Wednesday,0,,2.02,79,7,11,21,22
5665,1/4/2023 22:20,5,Naini Bridge,25.4088,81.8592,139,30.92,120,68,4,48,Clear,Wednesday,0,,2.99,83,15,17,24,22
5667,1/4/2023 22:20,7,Phaphamau,25.4945,81.8686,53,42.66,120,55,5,60,Clear,Wednesday,0,,0.95,35,5,3,10,22
5668,1/4/2023 22:20,8,Jhunsi,25.4326,81.9061,121,32.81,120,53,5,62,Clear,Wednesday,0,,2.35,72,13,9,27,22
5669,1/4/2023 22:20,9,MNNIT Gate,25.492,81.8639,115,36.22,120,60,6,54,Clear,Wednesday,0,,1.86,77,5,11,22,22
5675,1/4/2023 22:30,5,Naini Bridge,25.4088,81.8592,102,36.51,120,63,5,52,Clear,Wednesday,0,,2.19,58,12,11,21,22
5676,1/4/2023 22:30,6,Allahabad Junction,25.4358,81.8307,150,29.77,120,67,6,47,Clear,Wednesday,0,,2.98,93,14,16,27,22
5677,1/4/2023 22:30,7,Phaphamau,25.4945,81.8686,126,32.11,120,52,3,65,Clear,Wednesday,0,,2.31,80,9,13,24,22
5680,1/4/2023 22:30,10,Minto Park,25.4352,81.882,77,37.28,120,58,5,57,Clear,Wednesday,0,,1.34,43,6,6,22,22
5681,1/4/2023 22:40,1,Civil Lines,25.4486,81.8333,104,33.31,120,67,4,49,Clear,Wednesday,0,,1.5,70,5,5,24,22
5683,1/4/2023 22:40,3,Chowk,25.4314,81.8437,104,35.65,120,66,4,50,Clear,Wednesday,0,,1.86,63,8,9,24,22
5684,1/4/2023 22:40,4,Tagore Town,25.4675,81.8867,107,36.2,120,49,5,66,Clear,Wednesday,0,,2.47,66,16,10,15,22
5689,1/4/2023 22:40,9,MNNIT Gate,25.492,81.8639,126,32.92,120,64,5,51,Clear,Wednesday,0,,2.34,76,9,14,27,22
5692,1/4/2023 22:50,2,Katra,25.455,81.8463,121,31.65,120,69,4,47,Clear,Wednesday,0,,2.43,69,15,8,29,22
